GSM3272790	GSM3272781	GSM3272782	GSM3272789	GSM3272787	GSM3272779	GSM3272788	GSM3272780	geneIDs
9	0	46	2	4	0	0	20	ENSMUSG00000037428
4868	4614	3924	9408	3255	1427	1744	1140	ENSMUSG00000004849
1921	180	803	4863	2096	22	696	141	ENSMUSG00000037411
11205	3487	3039	26060	8383	1334	4082	996	ENSMUSG00000043279
2	0	2	0	2	0	0	0	ENSMUSG00000037390
8	4	6	6	2	0	2	2	ENSMUSG00000094840
71	224	308	121	64	69	36	90	ENSMUSG00000023328
247	331	422	481	188	127	95	127	ENSMUSG00000051502
6784	3807	4615	19492	6932	1780	2471	2051	ENSMUSG00000037364
1656	2256	4622	3701	1607	868	561	1476	ENSMUSG00000023348
879	977	639	1878	706	379	312	250	ENSMUSG00000037344
12946	5755	4499	29991	10100	1524	4616	1132	ENSMUSG00000029710
27	6	10	57	15	16	3	4	ENSMUSG00000079173
0	0	0	2	0	0	0	0	ENSMUSG00000106476
810	538	695	1736	635	205	283	207	ENSMUSG00000029715
34	28	32	146	46	27	18	18	ENSMUSG00000105851
2724	1633	1435	6279	2556	922	1027	752	ENSMUSG00000029714
19773	9426	10533	41888	15802	2931	7591	3007	ENSMUSG00000029713
6	2	0	4	0	0	0	0	ENSMUSG00000029712
37	81	58	36	19	28	18	30	ENSMUSG00000029716
1414	1324	1074	2433	943	315	532	272	ENSMUSG00000037221
8365	7904	6440	13635	6501	1692	3070	1313	ENSMUSG00000029718
18	7	13	39	20	10	9	13	ENSMUSG00000093445
6	0	3	18	8	3	2	2	ENSMUSG00000079165
478	208	133	409	173	24	182	34	ENSMUSG00000047182
1728	2852	4054	3502	967	1054	634	1377	ENSMUSG00000029722
135	131	258	291	85	105	33	134	ENSMUSG00000045348
4717	3765	5609	8606	3538	1251	1775	1666	ENSMUSG00000029723
1301	618	647	2349	798	308	488	212	ENSMUSG00000029725
4090	2902	4808	11868	4296	954	1456	1663	ENSMUSG00000029726
181	225	212	326	83	95	76	64	ENSMUSG00000037108
607	41	42	871	356	12	240	22	ENSMUSG00000046245
85	2	9	177	90	2	40	4	ENSMUSG00000066684
138	15	5	208	77	8	38	12	ENSMUSG00000066682
614	67	57	1415	495	40	215	22	ENSMUSG00000029727
28	2	0	2	18	0	6	0	ENSMUSG00000056966
881	1671	1543	2841	697	530	318	394	ENSMUSG00000037053
0	0	0	0	1	0	0	0	ENSMUSG00000075598
4244	4284	5321	11868	3655	1256	1546	1643	ENSMUSG00000029729
2048	1371	2226	5341	1929	461	794	821	ENSMUSG00000037017
1349	1055	641	2809	793	340	461	232	ENSMUSG00000037007
5662	7555	7707	12140	3828	2061	2177	1750	ENSMUSG00000019494
2858	1005	1069	5193	2123	310	1070	330	ENSMUSG00000029730
1046	554	698	2815	985	281	366	239	ENSMUSG00000019518
1553	1164	1069	3299	1166	332	559	332	ENSMUSG00000036980
1791	747	668	4675	1547	307	629	207	ENSMUSG00000036968
256	204	187	601	188	76	108	53	ENSMUSG00000049285
78	10	9	87	34	2	16	1	ENSMUSG00000047592
2232	3066	3272	4795	1452	1196	807	887	ENSMUSG00000050552
965	531	889	2731	919	369	377	544	ENSMUSG00000036948
74	54	31	138	38	17	15	3	ENSMUSG00000085227
0	0	0	1	0	0	0	0	ENSMUSG00000075593
4	2	0	61	13	1	3	5	ENSMUSG00000029510
14	2	6	28	5	0	6	2	ENSMUSG00000036928
24	4	7	30	8	0	9	2	ENSMUSG00000109713
0	0	0	0	0	0	0	0	ENSMUSG00000106161
5	8	6	10	3	3	0	2	ENSMUSG00000080935
0	0	1	0	0	0	0	0	ENSMUSG00000112214
876	740	577	2637	686	400	349	187	ENSMUSG00000036898
2	0	0	2	1	0	0	0	ENSMUSG00000029526
3416	1288	2688	11570	3708	623	1199	823	ENSMUSG00000058291
699	551	290	1590	407	193	234	107	ENSMUSG00000056014
1125	5811	2491	1880	725	1680	372	616	ENSMUSG00000025854
7543	1141	2509	13685	4969	471	2818	790	ENSMUSG00000025856
835	252	227	1374	456	49	366	90	ENSMUSG00000075585
2259	574	266	4150	1253	156	809	57	ENSMUSG00000025855
2075	1104	947	4933	1338	374	723	213	ENSMUSG00000025857
6894	3194	2132	16571	4535	1230	2567	717	ENSMUSG00000036817
3	0	0	4	0	0	0	0	ENSMUSG00000106127
2940	1758	2111	6673	2322	713	1115	577	ENSMUSG00000025858
847	1927	939	834	390	503	304	314	ENSMUSG00000056413
1624	2007	2232	3277	1156	723	612	788	ENSMUSG00000045438
1	0	0	0	0	0	0	0	ENSMUSG00000029541
895	233	193	1978	495	99	330	56	ENSMUSG00000053553
8047	2996	2376	16962	5646	858	2880	588	ENSMUSG00000044197
104	85	56	190	86	36	44	22	ENSMUSG00000044092
90	140	118	197	124	50	32	28	ENSMUSG00000053647
2707	876	2249	7280	2561	398	971	798	ENSMUSG00000053581
0	0	0	1	1	0	0	0	ENSMUSG00000106056
2	48	46	0	0	12	0	14	ENSMUSG00000029546
509	206	205	1462	423	48	186	53	ENSMUSG00000036718
3334	3630	2029	5367	2271	875	1309	543	ENSMUSG00000029547
6458	1909	6138	19434	7076	603	2367	1980	ENSMUSG00000018143
1399	1895	1686	4063	1244	578	481	515	ENSMUSG00000036687
627	342	381	1340	463	144	238	145	ENSMUSG00000029551
1116	648	347	1416	610	191	421	72	ENSMUSG00000048988
1313	783	220	607	245	186	446	56	ENSMUSG00000029554
718	788	703	1919	596	317	260	169	ENSMUSG00000036639
699	808	519	1514	448	305	269	153	ENSMUSG00000029557
2206	6466	2668	2818	1024	2412	810	911	ENSMUSG00000029560
16932	11446	11058	34579	12152	3070	5982	3225	ENSMUSG00000056076
3190	174	140	5333	2224	40	1228	44	ENSMUSG00000036599
0	0	0	3	2	0	1	0	ENSMUSG00000036586
4175	520	697	7620	3404	168	1473	209	ENSMUSG00000029570
8591	2927	1615	10896	4948	753	3286	426	ENSMUSG00000036565
1811	1483	731	5211	1364	542	675	203	ENSMUSG00000036555
1356	918	714	2765	995	351	471	254	ENSMUSG00000000148
603	269	127	968	394	71	242	34	ENSMUSG00000050022
8199	6775	2646	12731	4452	2077	2948	753	ENSMUSG00000000149
1780	124	77	1105	504	33	693	19	ENSMUSG00000036526
254	241	88	202	122	48	72	22	ENSMUSG00000039683
5164	2278	1230	6264	2420	542	1894	334	ENSMUSG00000056493
904	906	663	2190	783	355	317	312	ENSMUSG00000039623
1273	22	6	1472	797	4	484	2	ENSMUSG00000029576
260	96	40	6	8	28	86	14	ENSMUSG00000039533
6639	7502	5885	10266	3700	2415	2386	1670	ENSMUSG00000029578
78	14	12	76	75	5	24	2	ENSMUSG00000050822
5721	5677	2411	8248	3046	1838	2267	853	ENSMUSG00000039477
939	996	436	1589	638	355	374	194	ENSMUSG00000066640
249011	49090	61893	280825	117691	9790	91649	14251	ENSMUSG00000029580
3541	856	1054	3882	1439	188	1349	268	ENSMUSG00000029581
4701	2534	1130	6488	2197	857	1708	290	ENSMUSG00000045078
0	0	0	2	0	0	0	0	ENSMUSG00000090981
18	0	2	48	6	0	2	5	ENSMUSG00000104529
835	365	485	2752	742	191	285	210	ENSMUSG00000061898
1	0	2	0	0	0	0	0	ENSMUSG00000029586
0	2	0	0	0	0	0	0	ENSMUSG00000039296
1	0	0	0	0	0	0	0	ENSMUSG00000089879
1822	1197	1137	4191	1414	478	722	365	ENSMUSG00000029587
775	988	574	1828	601	300	290	180	ENSMUSG00000046658
14	12	16	96	12	22	10	19	ENSMUSG00000105345
25	8	7	51	16	2	11	0	ENSMUSG00000093910
1686	1340	1654	3320	1329	373	619	479	ENSMUSG00000039244
2312	1889	1897	5544	2046	596	832	539	ENSMUSG00000001844
90	54	62	349	74	29	37	26	ENSMUSG00000089889
0	1	4	0	0	1	1	1	ENSMUSG00000010825
2	2	0	3	4	3	3	4	ENSMUSG00000045345
7467	3598	5427	14590	5161	1247	2457	2006	ENSMUSG00000079111
1551	740	382	2559	982	274	572	134	ENSMUSG00000039206
28581	9740	12160	67406	21882	3686	10508	3893	ENSMUSG00000001847
4934	1271	1756	7207	2850	392	1782	472	ENSMUSG00000083012
21132	2027	1866	42834	11584	623	7781	424	ENSMUSG00000018001
1728	841	1336	4028	1369	318	632	500	ENSMUSG00000051306
240	309	93	317	96	97	100	30	ENSMUSG00000097287
4624	5808	4462	8742	3000	1691	1703	1123	ENSMUSG00000029613
16	10	23	60	20	2	10	8	ENSMUSG00000029607
807	666	937	1403	550	194	299	266	ENSMUSG00000029610
699	237	196	1514	468	113	262	66	ENSMUSG00000079109
5033	2316	2314	11759	3348	1074	1763	645	ENSMUSG00000029617
11	0	0	25	8	1	2	0	ENSMUSG00000029618
6774	6502	3538	11169	4141	1900	2469	1037	ENSMUSG00000038970
328	81	26	629	188	18	158	4	ENSMUSG00000052271
7896	2559	1984	13835	5264	937	2886	648	ENSMUSG00000066621
55	18	30	175	61	28	26	27	ENSMUSG00000087484
3767	2832	2463	8683	2887	1114	1407	890	ENSMUSG00000047843
3358	2001	1187	7092	2469	597	1230	256	ENSMUSG00000038859
42	14	383	66	12	4	10	102	ENSMUSG00000059991
18	2	1	22	12	2	12	4	ENSMUSG00000043388
3916	3129	1594	6602	2099	1089	1371	578	ENSMUSG00000045482
4368	1418	781	6563	2316	437	1561	214	ENSMUSG00000038780
1	0	0	0	2	0	0	1	ENSMUSG00000038770
0	0	0	4	2	0	0	0	ENSMUSG00000029620
10489	5475	5944	24194	7194	1870	3601	1602	ENSMUSG00000029621
14555	2756	3891	26713	9949	1024	5382	1117	ENSMUSG00000029622
7200	3811	4666	12803	4008	1452	2704	1295	ENSMUSG00000029623
3833	2358	4030	8530	2554	868	1419	1234	ENSMUSG00000038722
1122	1142	1086	2352	823	446	397	307	ENSMUSG00000029624
1201	480	622	2453	850	263	479	317	ENSMUSG00000029625
11631	13931	16993	17999	5552	6029	4393	5087	ENSMUSG00000038690
886	579	904	1889	639	162	294	253	ENSMUSG00000029627
1035	1201	1852	2581	843	340	406	439	ENSMUSG00000055991
3568	1851	3717	9199	2585	928	1167	1377	ENSMUSG00000007812
659	431	969	1421	572	135	223	334	ENSMUSG00000070420
16	4	0	64	7	6	2	0	ENSMUSG00000070419
5	17	1	0	9	11	5	4	ENSMUSG00000038656
4	4	1	0	2	3	2	1	ENSMUSG00000075552
0	0	0	0	0	0	0	0	ENSMUSG00000106040
4	8	0	0	2	4	5	0	ENSMUSG00000075551
29	60	0	0	8	12	12	4	ENSMUSG00000054417
15	30	14	2	7	12	6	2	ENSMUSG00000056035
15	12	0	0	5	9	8	2	ENSMUSG00000029630
3	0	2	0	0	4	0	2	ENSMUSG00000061292
8	3	37	121	21	16	2	35	ENSMUSG00000095040
49	64	106	301	72	46	27	94	ENSMUSG00000106547
4351	3887	4621	11562	3685	2158	1586	1963	ENSMUSG00000029634
2403	2102	1151	5148	1535	1056	847	468	ENSMUSG00000029635
1716	1030	751	3516	1096	426	710	248	ENSMUSG00000029636
0	7	6	0	0	8	0	2	ENSMUSG00000041468
5372	3992	2785	10084	3204	1923	1948	1019	ENSMUSG00000029640
24056	9766	12873	63890	18445	3352	8591	3434	ENSMUSG00000041453
1888	468	572	3833	1083	119	660	135	ENSMUSG00000029641
751	811	649	1724	469	237	282	167	ENSMUSG00000016503
1141	1649	1115	2517	761	605	401	343	ENSMUSG00000016510
2860	1301	713	5000	1652	382	1172	201	ENSMUSG00000016520
3668	2898	3320	6317	2109	1298	1404	1155	ENSMUSG00000029642
0	10	11	5	0	4	0	2	ENSMUSG00000083988
0	0	0	0	2	0	0	0	ENSMUSG00000053129
1	0	0	0	0	0	0	2	ENSMUSG00000029644
1	0	0	0	0	0	0	0	ENSMUSG00000029646
7	0	0	0	0	0	1	0	ENSMUSG00000075543
471	48	58	708	260	24	154	54	ENSMUSG00000042817
9	4	8	47	5	3	7	0	ENSMUSG00000106820
4797	1813	1269	9004	2420	918	1619	491	ENSMUSG00000029647
23216	5747	5212	45255	9167	1469	8327	1177	ENSMUSG00000029648
9797	5262	5964	21571	6528	1860	3399	1743	ENSMUSG00000029649
1666	962	509	4346	1355	368	606	150	ENSMUSG00000029650
684	39	20	1311	323	13	281	10	ENSMUSG00000029651
2480	1466	1440	3606	1154	346	898	361	ENSMUSG00000041313
19261	7730	7726	43705	13600	3451	6804	2527	ENSMUSG00000001687
1	0	0	3	2	0	0	0	ENSMUSG00000106899
16	0	0	9	1	0	2	0	ENSMUSG00000086494
0	0	0	0	0	0	0	0	ENSMUSG00000084513
0	0	0	0	0	0	0	0	ENSMUSG00000085740
1593	1512	740	2410	618	604	570	180	ENSMUSG00000041298
5	2	0	22	6	3	2	3	ENSMUSG00000079069
126	290	225	214	35	209	54	89	ENSMUSG00000108207
248	217	124	554	160	89	100	33	ENSMUSG00000106951
13256	4691	6566	30211	9171	2241	4530	1934	ENSMUSG00000066551
3253	1886	2374	7009	2081	776	1126	911	ENSMUSG00000041264
14	0	2	25	9	0	4	0	ENSMUSG00000100783
1653	185	221	3526	1390	65	556	78	ENSMUSG00000060063
0	0	0	0	0	0	0	0	ENSMUSG00000064704
19	0	0	4	0	0	3	0	ENSMUSG00000107271
1103	18	40	2238	692	4	415	12	ENSMUSG00000029659
269	2	2	1063	266	0	124	0	ENSMUSG00000029660
234	1	4	927	275	2	97	0	ENSMUSG00000029658
16102	12265	19880	29860	6849	4349	5666	6990	ENSMUSG00000029657
1321	923	628	1770	662	289	487	122	ENSMUSG00000051950
0	0	0	0	0	0	0	0	ENSMUSG00000107214
32	4	2	151	39	2	8	2	ENSMUSG00000053368
4194	1081	598	8498	2765	268	1446	177	ENSMUSG00000056602
313	170	149	903	269	82	103	31	ENSMUSG00000041147
1040	331	348	2035	774	162	344	103	ENSMUSG00000041132
6260	2642	3001	14955	4365	1373	2087	1191	ENSMUSG00000029655
5162	2190	1229	7109	1744	1044	1690	346	ENSMUSG00000034021
229	61459	27315	241	82	16764	70	6156	ENSMUSG00000058488
6816	644	529	11728	4707	297	2439	136	ENSMUSG00000016128
4	25	17	14	7	9	4	4	ENSMUSG00000054622
69	85	73	205	54	48	23	16	ENSMUSG00000097321
0	0	0	0	2	0	0	2	ENSMUSG00000107123
0	2	0	2	0	0	0	0	ENSMUSG00000106703
2	0	0	6	0	0	0	0	ENSMUSG00000091794
0	0	0	0	0	0	0	0	ENSMUSG00000106759
933	269	378	1814	678	96	294	75	ENSMUSG00000033970
6115	10414	8568	21647	5602	5274	2058	3216	ENSMUSG00000047735
436	1248	1310	900	330	413	169	400	ENSMUSG00000044156
2589	1809	1448	4486	1208	1006	874	493	ENSMUSG00000001376
68	70	36	104	72	22	33	14	ENSMUSG00000023964
188	1071	1416	388	114	563	48	494	ENSMUSG00000029664
0	0	2	0	2	0	0	2	ENSMUSG00000029663
6815	1079	1365	13859	5111	463	2416	394	ENSMUSG00000032766
3228	1432	1840	8873	2394	1127	1237	642	ENSMUSG00000032757
20781	3026	3221	24812	13127	503	7493	588	ENSMUSG00000029661
4788	2244	1707	11213	2917	1013	1632	586	ENSMUSG00000015189
4434	472	460	9685	3263	122	1609	66	ENSMUSG00000004631
358	96	300	880	308	30	88	66	ENSMUSG00000092035
3454	882	642	8349	2204	413	1153	217	ENSMUSG00000032827
5868	100	22	23676	4070	24	2115	20	ENSMUSG00000002588
6180	650	616	13984	3932	288	2228	193	ENSMUSG00000029759
9726	1932	2090	24893	7849	699	3369	555	ENSMUSG00000032667
55	44	58	108	32	4	20	22	ENSMUSG00000042607
13138	2610	11914	22326	5343	999	4666	2264	ENSMUSG00000019577
17	42	26	18	4	9	6	6	ENSMUSG00000029757
2	0	0	6	4	0	2	0	ENSMUSG00000085416
885	9174	3635	1413	261	3314	328	962	ENSMUSG00000015112
7169	2976	3723	18662	5407	1633	2470	1347	ENSMUSG00000042541
0	0	0	0	0	0	0	0	ENSMUSG00000090063
3	0	0	0	0	0	1	0	ENSMUSG00000029754
4	0	0	2	0	0	1	0	ENSMUSG00000029755
493	368	260	694	175	170	161	76	ENSMUSG00000042505
2	2	4	2	4	0	4	10	ENSMUSG00000061762
3561	875	1027	5810	2333	291	1219	268	ENSMUSG00000029752
8790	5198	5415	22199	6185	2871	3111	2003	ENSMUSG00000042460
105	11	14	262	54	4	32	4	ENSMUSG00000068794
1598	1067	1123	4656	1380	412	475	387	ENSMUSG00000042447
1277	262	181	3103	842	298	462	93	ENSMUSG00000012483
1551	1746	1491	2344	493	833	582	424	ENSMUSG00000089862
366	206	232	767	225	91	145	48	ENSMUSG00000087305
64	21	21	122	45	9	36	18	ENSMUSG00000029638
2421	514	297	3616	955	199	905	89	ENSMUSG00000062995
357	2	0	311	106	2	122	0	ENSMUSG00000046178
16066	20928	26637	24447	8232	9167	5577	8294	ENSMUSG00000029632
4478	1914	1233	6924	1762	1030	1488	437	ENSMUSG00000029629
320	1270	1061	377	101	422	113	304	ENSMUSG00000032625
13087	15391	18113	36793	10812	9235	4722	6709	ENSMUSG00000029571
6	0	0	6	6	1	6	0	ENSMUSG00000079679
0	0	0	4	0	0	0	0	ENSMUSG00000101894
5242	3176	3287	12277	3987	1567	1749	1179	ENSMUSG00000029569
2855	1104	1371	6088	1708	802	876	554	ENSMUSG00000042742
40	157	92	124	27	99	23	32	ENSMUSG00000048216
4121	2134	2696	10723	3415	1015	1372	780	ENSMUSG00000052419
365	222	200	539	122	184	105	64	ENSMUSG00000097616
506	0	2	1581	533	0	189	0	ENSMUSG00000042717
1233	14	20	1016	299	6	412	0	ENSMUSG00000029563
8883	1913	1473	17052	4988	982	3160	444	ENSMUSG00000041390
420	993	1579	381	181	540	142	559	ENSMUSG00000029553
4395	2022	2959	8904	2413	734	1546	950	ENSMUSG00000029552
84	1	5	798	104	4	53	6	ENSMUSG00000085171
46079	2748	4719	136888	31704	1483	15497	1336	ENSMUSG00000000058
124567	4624	4006	295729	78944	1176	44281	924	ENSMUSG00000007655
7137	11443	5780	12155	3626	4594	2502	1880	ENSMUSG00000009376
17869	7173	9728	44355	13065	3543	6221	3394	ENSMUSG00000015733
1203	712	389	1416	513	262	404	111	ENSMUSG00000029534
920	43	52	1339	625	4	324	12	ENSMUSG00000010797
0	0	0	6	0	0	1	0	ENSMUSG00000010796
1008	337	208	1297	425	166	349	51	ENSMUSG00000041301
292	691	326	415	139	573	99	121	ENSMUSG00000000416
1814	487	538	5220	1454	390	666	226	ENSMUSG00000044155
0	0	2	5	5	2	2	2	ENSMUSG00000029517
0	0	0	0	0	0	0	0	ENSMUSG00000107217
0	2	0	2	0	0	0	0	ENSMUSG00000106885
46	6	4	60	28	8	12	4	ENSMUSG00000060882
8546	3818	3376	12072	3480	1694	2792	879	ENSMUSG00000029669
2037	1139	1194	4451	1463	580	718	295	ENSMUSG00000029670
12860	567	639	22047	7161	132	4446	88	ENSMUSG00000062980
49	37	42	18	19	17	14	22	ENSMUSG00000029671
7927	1843	1796	16907	4713	722	2748	459	ENSMUSG00000029672
1027	13	10	2678	564	2	343	0	ENSMUSG00000068748
731	17707	16253	934	310	7829	261	5076	ENSMUSG00000029695
4	0	0	2	1	0	0	0	ENSMUSG00000029697
0	2	0	2	0	0	4	0	ENSMUSG00000106775
4193	2477	1232	4837	1386	873	1350	334	ENSMUSG00000017978
71	19764	17711	0	10	8629	27	5169	ENSMUSG00000029700
888	2	6	3272	514	4	312	5	ENSMUSG00000046192
3954	6234	7741	6438	2187	2585	1364	2294	ENSMUSG00000023089
24	399	434	54	22	148	4	128	ENSMUSG00000029685
259	0	4	871	390	0	94	2	ENSMUSG00000029683
8425	7717	9933	19301	6238	3317	3048	3234	ENSMUSG00000029684
0	2	2	0	2	0	0	4	ENSMUSG00000029679
2	10	6	0	0	3	0	2	ENSMUSG00000029680
2	0	2	0	0	0	0	0	ENSMUSG00000029678
80	13318	14591	12	12	5881	20	4627	ENSMUSG00000048022
50	68	24	70	36	17	26	8	ENSMUSG00000039904
1427	562	209	2205	665	237	462	81	ENSMUSG00000029676
2	0	0	8	2	0	0	0	ENSMUSG00000024211
8	6	11	38	28	7	9	3	ENSMUSG00000043340
1617	694	878	4310	1219	363	576	371	ENSMUSG00000039841
2928	1326	2351	7422	2429	547	1021	769	ENSMUSG00000029708
7336	3681	3794	14440	5098	1388	2597	1025	ENSMUSG00000020440
2	0	0	4	0	0	0	0	ENSMUSG00000029707
0	0	1	0	0	0	0	0	ENSMUSG00000029706
8761	6043	2786	7886	2884	1580	3269	702	ENSMUSG00000001424
79	36	40	313	117	2	22	6	ENSMUSG00000049939
368	190	196	58	60	2	114	4	ENSMUSG00000059201
7585	2280	2316	14097	4873	1107	2733	795	ENSMUSG00000029701
932	12	20	2168	871	0	372	6	ENSMUSG00000079654
11557	591	624	18044	7942	154	4403	153	ENSMUSG00000003500
6652	114	338	13288	5621	52	2346	91	ENSMUSG00000043421
91	1	0	541	186	0	24	2	ENSMUSG00000079652
0	0	0	2	0	0	0	0	ENSMUSG00000039742
26262	7930	9650	60368	19879	2839	9096	2764	ENSMUSG00000029767
2	4	4	16	6	0	2	0	ENSMUSG00000058831
172	180	167	522	181	74	59	66	ENSMUSG00000029769
679	67	139	1277	563	9	244	32	ENSMUSG00000068699
5074	7677	8794	10626	3783	2437	1894	2217	ENSMUSG00000004285
161	437	505	399	117	241	81	133	ENSMUSG00000059022
2103	965	1067	2647	1281	318	755	218	ENSMUSG00000029771
6205	4730	3795	12163	3518	1791	2165	1158	ENSMUSG00000012535
404	4921	3791	704	250	1620	144	1017	ENSMUSG00000001763
2850	4789	2733	4406	1968	1443	1009	645	ENSMUSG00000001761
10589	23821	18545	21396	6937	8302	3790	5730	ENSMUSG00000029772
0	1	1	2	6	0	2	0	ENSMUSG00000107012
282	384	345	627	181	148	92	137	ENSMUSG00000039629
244	14	12	1725	335	4	134	2	ENSMUSG00000045709
2256	985	646	3768	1111	375	780	231	ENSMUSG00000058440
0	0	0	0	0	0	0	0	ENSMUSG00000076361
2	14	15	10	15	2	0	2	ENSMUSG00000103108
9541	3610	2790	14952	5185	1136	3469	719	ENSMUSG00000039159
2	0	0	0	0	0	0	0	ENSMUSG00000084861
1351	801	843	2510	960	346	456	255	ENSMUSG00000039130
5688	8403	6192	12921	3646	3041	2017	1817	ENSMUSG00000029775
0	0	0	3	0	0	0	0	ENSMUSG00000085470
2409	1148	1061	6615	1877	438	909	322	ENSMUSG00000029782
2	0	8	40	2	0	0	0	ENSMUSG00000029784
12	0	2	6	5	0	7	0	ENSMUSG00000071553
3	0	0	2	0	0	2	0	ENSMUSG00000029788
6	4	0	14	14	0	6	0	ENSMUSG00000054446
762	198	144	1506	383	73	258	42	ENSMUSG00000029790
366	136	133	617	257	31	138	37	ENSMUSG00000051855
4012	3511	2422	6394	1706	1317	1415	624	ENSMUSG00000025607
0	0	0	0	0	0	0	0	ENSMUSG00000085321
2	0	0	4	0	0	0	0	ENSMUSG00000039032
2	0	0	2	0	0	0	0	ENSMUSG00000073209
0	0	0	0	0	0	0	0	ENSMUSG00000065610
56	12	8	104	45	7	21	8	ENSMUSG00000104030
373	478	293	537	135	257	124	79	ENSMUSG00000087380
60	88	160	102	41	48	19	37	ENSMUSG00000086212
7884	6466	5165	16520	4472	3078	2757	1716	ENSMUSG00000025609
43599	23833	22839	105637	30924	4911	16216	4595	ENSMUSG00000025608
0	0	0	0	0	0	0	0	ENSMUSG00000029766
3722	255	109	2443	841	73	1453	10	ENSMUSG00000029765
4	0	0	0	2	0	0	0	ENSMUSG00000086675
231	10	10	463	140	2	91	10	ENSMUSG00000086763
0	0	0	0	0	0	0	0	ENSMUSG00000106873
7514	9750	7991	6130	2048	3772	2562	2111	ENSMUSG00000053768
5661	3554	1562	4669	1479	1110	2029	371	ENSMUSG00000029763
1257	34	28	4152	864	5	462	2	ENSMUSG00000056215
3204	10266	4873	6196	2050	2787	1129	1056	ENSMUSG00000018999
3809	3867	4815	7173	2684	1595	1315	1128	ENSMUSG00000001642
1981	198	426	8758	2009	66	750	137	ENSMUSG00000029762
1880	1753	1645	2846	1006	714	654	490	ENSMUSG00000061758
102	77	82	259	72	20	23	20	ENSMUSG00000052131
11726	3795	3869	13683	5281	1374	4258	950	ENSMUSG00000038871
24959	5044	5853	42252	13824	1427	8604	1140	ENSMUSG00000029761
2	0	3	1	1	0	0	0	ENSMUSG00000060411
503	729	750	2551	607	498	149	307	ENSMUSG00000038836
882	355	332	2234	859	135	291	134	ENSMUSG00000057137
308	152	207	921	318	83	109	57	ENSMUSG00000046806
1592	2343	1672	3148	1326	982	678	734	ENSMUSG00000058486
7	0	0	14	2	0	0	0	ENSMUSG00000029848
51	3	2	64	42	4	25	2	ENSMUSG00000029847
2858	1598	1013	4564	1394	477	1029	291	ENSMUSG00000038784
2988	1847	1271	4506	1518	672	1071	337	ENSMUSG00000038759
3490	3438	4078	6944	2702	1107	1314	1129	ENSMUSG00000073155
228	431	366	720	276	120	76	122	ENSMUSG00000029843
401	28	23	622	287	4	165	4	ENSMUSG00000047420
0	0	0	1	0	0	0	0	ENSMUSG00000107341
22141	9751	10184	48446	13732	4107	7896	3276	ENSMUSG00000029840
71	0	0	254	94	0	34	0	ENSMUSG00000073154
1058	0	0	2297	595	0	352	0	ENSMUSG00000045613
310	127	168	426	186	48	96	53	ENSMUSG00000029838
8	0	0	2	2	1	6	2	ENSMUSG00000038665
0	0	0	0	0	0	0	0	ENSMUSG00000029837
10568	7231	2632	15149	4476	1851	3719	635	ENSMUSG00000038648
10	1053	1735	0	8	736	8	688	ENSMUSG00000038641
142	106	120	314	86	34	47	38	ENSMUSG00000107035
3563	2970	2025	7362	2124	1204	1170	557	ENSMUSG00000029833
77	359	322	152	74	179	18	127	ENSMUSG00000029830
101	3810	3003	217	104	851	40	561	ENSMUSG00000029829
979	3506	1670	999	328	976	384	700	ENSMUSG00000063455
646	196	161	1329	441	92	193	103	ENSMUSG00000047749
8472	2111	2153	23210	7369	656	2804	606	ENSMUSG00000029826
12	0	2	24	14	1	2	4	ENSMUSG00000057696
1338	696	225	4450	948	309	450	93	ENSMUSG00000056832
4047	1448	1278	10391	2709	1126	1406	765	ENSMUSG00000038538
1189	2404	2669	1993	723	1048	468	771	ENSMUSG00000019689
11479	3543	3961	28978	7957	2786	4118	1845	ENSMUSG00000029823
303	151	237	930	271	49	108	94	ENSMUSG00000071537
8	8	8	30	19	2	2	0	ENSMUSG00000079598
3737	4622	1590	4035	1697	1044	1331	481	ENSMUSG00000061436
626	808	387	947	490	473	239	100	ENSMUSG00000029925
5	0	1	25	6	2	3	0	ENSMUSG00000100121
5180	1487	1404	12900	4038	572	1862	396	ENSMUSG00000038507
24	18	22	103	23	3	15	4	ENSMUSG00000073144
4232	1556	1569	8522	2563	932	1520	612	ENSMUSG00000042599
33	15	51	75	36	10	11	10	ENSMUSG00000115026
3403	4580	2093	5561	1778	1548	1306	640	ENSMUSG00000029924
715	129	97	1515	551	82	279	12	ENSMUSG00000029923
12802	4536	4903	26002	8645	1468	4671	1313	ENSMUSG00000029922
1711	275	311	2289	848	40	592	48	ENSMUSG00000038456
45	0	7	137	62	0	12	2	ENSMUSG00000085058
1149	1065	776	2322	733	342	410	223	ENSMUSG00000046947
1262	1575	1751	2410	847	625	527	544	ENSMUSG00000002416
4204	2040	1162	8596	2439	822	1510	447	ENSMUSG00000002413
748	507	626	2019	644	199	291	181	ENSMUSG00000029918
115	109	34	66	22	53	56	12	ENSMUSG00000057716
907	734	385	1387	401	263	338	92	ENSMUSG00000029916
2913	1177	678	7056	1901	596	983	261	ENSMUSG00000037172
2	2	2	10	0	0	0	0	ENSMUSG00000037159
1471	1072	1027	4192	1167	566	552	385	ENSMUSG00000029911
2	2	0	2	1	0	0	2	ENSMUSG00000052850
2	0	4	0	0	2	0	0	ENSMUSG00000037140
5	7	7	37	4	8	4	2	ENSMUSG00000068259
