GSM3272790	GSM3272781	GSM3272782	GSM3272789	GSM3272787	GSM3272779	GSM3272788	GSM3272780	geneIDs
0	0	0	9	0	0	0	2	ENSMUSG00000056600
0	0	0	4	2	0	0	0	ENSMUSG00000095377
0	0	0	0	0	0	0	0	ENSMUSG00000096477
0	0	0	1	0	0	0	0	ENSMUSG00000091601
0	0	0	0	0	0	0	0	ENSMUSG00000092408
0	0	2	2	2	0	0	0	ENSMUSG00000090556
863	126	84	360	110	42	304	28	ENSMUSG00000035186
0	0	0	0	0	0	1	0	ENSMUSG00000043827
0	0	0	0	0	0	2	0	ENSMUSG00000049561
0	0	0	0	0	0	0	0	ENSMUSG00000064121
0	0	0	0	0	2	0	0	ENSMUSG00000058802
7	0	0	5	1	2	3	0	ENSMUSG00000092340
7	2	2	9	0	0	5	0	ENSMUSG00000063660
1962	222	227	3911	1178	86	629	61	ENSMUSG00000016206
15	0	0	8	5	2	8	0	ENSMUSG00000092556
32	9	5	104	33	1	10	7	ENSMUSG00000061972
5	1	0	2	3	1	1	0	ENSMUSG00000092524
5	0	0	13	2	0	2	0	ENSMUSG00000092077
0	0	0	4	0	0	0	0	ENSMUSG00000091531
0	0	0	0	0	0	0	0	ENSMUSG00000049618
0	0	0	0	0	0	0	0	ENSMUSG00000095858
1	0	0	0	0	0	0	0	ENSMUSG00000094884
1	0	0	0	0	0	0	0	ENSMUSG00000092396
0	0	0	0	0	0	0	0	ENSMUSG00000095603
0	0	0	0	2	0	0	0	ENSMUSG00000063188
0	0	0	2	0	0	0	0	ENSMUSG00000092568
0	0	0	0	0	0	1	0	ENSMUSG00000059687
0	0	0	0	0	0	0	0	ENSMUSG00000092601
9	0	1	2	2	0	6	0	ENSMUSG00000029184
420	42	24	591	245	10	169	7	ENSMUSG00000016283
0	0	0	1	2	0	0	0	ENSMUSG00000090894
2	0	0	2	4	0	0	0	ENSMUSG00000090675
0	0	0	0	0	0	0	0	ENSMUSG00000051611
0	0	0	0	0	0	0	0	ENSMUSG00000092292
0	0	0	0	0	0	0	0	ENSMUSG00000061336
2	0	0	0	0	0	0	0	ENSMUSG00000095286
0	0	0	0	0	0	0	0	ENSMUSG00000080990
0	0	0	0	0	0	0	0	ENSMUSG00000059964
0	0	0	0	0	2	0	0	ENSMUSG00000045202
0	0	0	0	2	0	0	0	ENSMUSG00000050613
0	0	0	0	0	0	0	0	ENSMUSG00000109212
2	0	0	0	2	0	0	0	ENSMUSG00000081724
0	0	0	0	0	0	0	0	ENSMUSG00000094878
2	0	0	0	0	1	0	0	ENSMUSG00000067186
0	0	0	0	0	0	0	0	ENSMUSG00000063240
0	0	0	0	0	0	0	0	ENSMUSG00000057801
0	0	0	0	0	0	0	0	ENSMUSG00000096697
0	0	0	0	0	0	0	0	ENSMUSG00000096345
61672	25586	181963	315124	49400	12155	21883	53395	ENSMUSG00000106106
2	0	0	0	0	0	0	0	ENSMUSG00000045842
2	0	0	2	0	0	2	0	ENSMUSG00000031233
70	8	4	18	12	2	26	0	ENSMUSG00000025433
2	2	0	6	2	0	0	0	ENSMUSG00000025431
0	0	0	0	0	0	0	0	ENSMUSG00000073396
14	1	0	30	0	0	0	0	ENSMUSG00000023930
6	0	8	12	4	3	2	4	ENSMUSG00000023926
202	77	196	500	184	53	68	70	ENSMUSG00000054951
2	3	3	13	1	0	0	1	ENSMUSG00000091043
601	227	252	1026	338	123	203	108	ENSMUSG00000023919
7234	15983	16510	13953	3758	8237	2520	5344	ENSMUSG00000023921
6	31	27	4	2	10	4	6	ENSMUSG00000042256
0	0	0	1	0	0	0	0	ENSMUSG00000043972
8	2	14	26	8	4	5	0	ENSMUSG00000023918
7	4	8	9	4	0	0	0	ENSMUSG00000057899
10287	5368	7208	23800	6337	3545	3586	2648	ENSMUSG00000061665
4065	30107	11522	9010	2102	6138	1398	3003	ENSMUSG00000023915
0	160	177	0	0	72	0	60	ENSMUSG00000041293
99126	8245	7930	224513	63812	1888	34632	2032	ENSMUSG00000056492
298	117431	88091	39	49	28588	79	22744	ENSMUSG00000023914
462	2	2	1883	378	0	173	0	ENSMUSG00000096140
1341	1676	1565	2204	814	611	518	477	ENSMUSG00000023913
9	2	2	20	3	0	4	0	ENSMUSG00000090307
2	14	2	15	6	4	0	4	ENSMUSG00000040140
133	46	60	641	175	64	58	36	ENSMUSG00000023912
2930	861	614	7125	1891	355	1004	170	ENSMUSG00000023963
4179	1357	818	6160	1872	461	1357	164	ENSMUSG00000039601
8255	13083	11596	20264	5886	3818	2952	2921	ENSMUSG00000023960
8500	2772	3141	24604	7249	1101	3015	924	ENSMUSG00000023961
98916	8532	6094	185022	56608	2907	34978	1769	ENSMUSG00000023959
457	58	54	610	290	18	180	20	ENSMUSG00000039153
0	0	0	0	0	0	0	0	ENSMUSG00000090048
7	0	0	6	0	0	0	0	ENSMUSG00000089849
8	0	2	17	5	0	0	0	ENSMUSG00000073394
1039	826	471	632	216	230	316	78	ENSMUSG00000038954
5288	3083	3628	10653	3528	1074	2013	1150	ENSMUSG00000023932
1328	1006	759	2873	781	460	473	266	ENSMUSG00000097119
16	15	5	45	4	9	0	4	ENSMUSG00000023935
885	1363	932	1546	538	476	297	254	ENSMUSG00000023938
946	0	0	2963	769	0	373	0	ENSMUSG00000023949
55	190	265	47	22	38	19	54	ENSMUSG00000096847
1384	369	357	1694	769	119	593	119	ENSMUSG00000023947
2642	2642	2276	5271	1881	861	1005	701	ENSMUSG00000037089
182834	90644	165838	366987	109448	25349	65791	43789	ENSMUSG00000023944
4416	2272	2425	11696	3756	470	1679	463	ENSMUSG00000023942
57	30	0	2	4	0	35	9	ENSMUSG00000058626
5707	3641	3090	11642	4680	996	2166	825	ENSMUSG00000036026
1962	1527	1723	3864	1345	550	682	480	ENSMUSG00000023939
2	0	0	1	3	0	0	0	ENSMUSG00000094690
8	2	6	20	2	2	2	0	ENSMUSG00000097727
36107	6035	8232	79302	30188	5038	12991	4834	ENSMUSG00000023951
2735	3408	3599	4685	1752	983	1000	870	ENSMUSG00000023967
1647	1140	1155	5646	1392	378	608	228	ENSMUSG00000023966
997	568	1242	2246	913	233	326	393	ENSMUSG00000034509
3644	1235	2195	11531	4533	816	1390	970	ENSMUSG00000023952
1024	526	347	1767	592	222	405	101	ENSMUSG00000023953
2336	2510	1599	3725	1283	735	847	477	ENSMUSG00000067150
3294	2352	3515	9150	2761	984	1193	1210	ENSMUSG00000067148
5510	5662	5690	11533	4666	1628	2030	1365	ENSMUSG00000071074
229	36	57	939	207	15	94	22	ENSMUSG00000071073
1558	967	1170	3318	1376	331	568	354	ENSMUSG00000012296
53	18	48	85	32	12	13	17	ENSMUSG00000047428
424	568	275	955	363	291	161	213	ENSMUSG00000032842
2537	1866	1940	4271	1357	881	889	654	ENSMUSG00000015597
48	30	130	253	61	18	15	74	ENSMUSG00000023968
88	30657	23403	0	8	9460	16	6745	ENSMUSG00000067144
69	291	145	63	22	106	12	43	ENSMUSG00000015599
1	0	1	0	0	1	0	0	ENSMUSG00000114244
194	903	741	352	114	352	79	193	ENSMUSG00000040658
1600	2193	1326	3597	1378	774	593	419	ENSMUSG00000040327
4482	2000	2326	7639	2973	659	1695	723	ENSMUSG00000015605
3979	674	505	8742	3649	182	1474	88	ENSMUSG00000023972
2304	5654	5147	5395	1929	1907	890	1589	ENSMUSG00000003546
2381	3394	3675	4676	1712	1075	847	958	ENSMUSG00000002767
2598	2335	1508	5525	1873	649	1070	427	ENSMUSG00000038545
1577	929	1312	3588	1179	404	512	391	ENSMUSG00000023971
4429	3989	4028	8673	3499	1247	1692	1124	ENSMUSG00000063576
3062	2744	3052	7314	2354	792	1120	739	ENSMUSG00000002768
4090	2499	2089	7475	2807	637	1505	465	ENSMUSG00000059409
5022	6816	6250	10319	3690	2361	1857	1990	ENSMUSG00000002763
399	1907	2009	1106	376	525	141	508	ENSMUSG00000002769
4401	3087	2081	8347	2879	919	1659	440	ENSMUSG00000023973
10	1	0	1	0	0	10	2	ENSMUSG00000036858
538	1123	1327	1396	492	392	193	385	ENSMUSG00000062619
7953	5557	8606	16809	5593	1995	2951	2554	ENSMUSG00000063888
2845	1543	619	4665	1383	482	1028	176	ENSMUSG00000036568
1179	813	1372	3393	1215	290	498	368	ENSMUSG00000036430
0	0	0	6	0	0	0	0	ENSMUSG00000023978
5715	5009	2991	10369	3177	1522	2210	894	ENSMUSG00000023977
1068	382	114	693	274	96	347	27	ENSMUSG00000064043
1530	1369	1730	3346	1047	494	526	479	ENSMUSG00000034729
41	11	11	125	41	6	10	17	ENSMUSG00000023979
57	32	40	133	51	10	18	16	ENSMUSG00000023982
19	8	7	68	11	1	2	2	ENSMUSG00000047150
4197	4009	2949	8825	3485	536	1478	541	ENSMUSG00000034382
2113	1145	1124	5315	2012	564	831	406	ENSMUSG00000023980
10726	5424	5569	20000	7791	1511	3948	1283	ENSMUSG00000034165
1998	1306	2088	3353	1381	381	709	652	ENSMUSG00000023988
1674	875	1327	3416	1326	440	552	478	ENSMUSG00000092558
567	181	140	1140	383	74	229	50	ENSMUSG00000090115
12	10	10	48	18	7	8	12	ENSMUSG00000033475
9	9	10	44	6	2	1	5	ENSMUSG00000096549
222	346	194	506	213	246	99	73	ENSMUSG00000023266
0	12	8	12	2	13	1	1	ENSMUSG00000086930
121	0	0	188	83	0	42	0	ENSMUSG00000023987
1722	1808	863	2040	836	572	702	224	ENSMUSG00000023990
234	44	32	619	262	12	94	19	ENSMUSG00000032717
4773	1354	686	8436	3188	398	1761	200	ENSMUSG00000023991
0	0	0	0	2	0	0	0	ENSMUSG00000094928
0	0	0	5	2	0	0	0	ENSMUSG00000021545
3	1	0	24	8	0	0	0	ENSMUSG00000073386
47	6	4	88	37	0	6	2	ENSMUSG00000043939
236	0	0	617	237	0	91	6	ENSMUSG00000042265
38	0	2	119	58	2	16	2	ENSMUSG00000041754
274	29	33	456	193	8	103	18	ENSMUSG00000051682
1294	52	28	1036	481	20	437	8	ENSMUSG00000071068
247	14	16	293	92	8	88	2	ENSMUSG00000043740
187	26	16	567	312	4	104	16	ENSMUSG00000023992
248	6	18	476	252	8	106	12	ENSMUSG00000023993
4409	1814	1663	9116	3185	607	1411	654	ENSMUSG00000023994
2482	2247	2316	6069	1613	1070	822	652	ENSMUSG00000040771
141	213	236	302	268	115	34	77	ENSMUSG00000040694
60	4	2	39	24	0	24	0	ENSMUSG00000023995
118	6	0	154	69	2	39	2	ENSMUSG00000043592
0	4	6	0	0	2	2	0	ENSMUSG00000040490
2283	1861	1855	8024	2319	443	831	430	ENSMUSG00000064120
3715	1805	1665	4444	1871	301	1343	293	ENSMUSG00000040260
498	3	12	1317	336	10	213	4	ENSMUSG00000023999
3214	448	247	1640	558	92	1213	55	ENSMUSG00000039316
2	0	0	0	0	0	0	0	ENSMUSG00000067103
12	0	6	66	6	2	3	2	ENSMUSG00000010592
1388	804	284	934	418	288	495	78	ENSMUSG00000038910
2490	1931	592	1476	536	524	840	136	ENSMUSG00000023923
3657	171	85	1505	573	65	1215	31	ENSMUSG00000023927
4	4	1	3	2	2	0	0	ENSMUSG00000035580
321	2	0	1066	204	0	89	0	ENSMUSG00000023931
6527	3127	4494	17879	5542	1825	2150	1772	ENSMUSG00000017831
12	6	8	27	12	5	8	4	ENSMUSG00000044957
7937	4015	2738	13264	3747	1802	2779	902	ENSMUSG00000000708
299	14	28	234	105	7	113	16	ENSMUSG00000023940
0	0	3	0	0	0	0	2	ENSMUSG00000107684
0	0	0	0	2	0	3	0	ENSMUSG00000062036
0	0	2	0	0	0	0	0	ENSMUSG00000106327
28	5293	4174	46	8	1963	14	1212	ENSMUSG00000023122
14	12	17	21	6	1	3	0	ENSMUSG00000021631
0	0	0	0	0	0	0	0	ENSMUSG00000105921
1	0	0	0	0	0	0	0	ENSMUSG00000105147
26	0	2	34	7	0	10	0	ENSMUSG00000023943
13	0	0	6	12	0	8	2	ENSMUSG00000023945
3	0	1	0	0	0	1	0	ENSMUSG00000090704
0	0	0	8	0	0	0	0	ENSMUSG00000024172
0	0	0	0	0	0	0	1	ENSMUSG00000091504
680	209	119	1474	469	124	286	70	ENSMUSG00000024174
538	22	32	734	221	11	193	39	ENSMUSG00000032915
506	164	229	1573	385	115	167	113	ENSMUSG00000057835
780	255	379	2640	630	249	284	230	ENSMUSG00000003198
7	1	2	17	4	0	1	2	ENSMUSG00000059912
455	178	361	2309	520	119	180	183	ENSMUSG00000062101
109	29	19	168	93	12	50	5	ENSMUSG00000003206
713	375	333	1602	596	160	278	95	ENSMUSG00000003208
8	345	245	49	8	182	2	53	ENSMUSG00000039154
6	7	6	4	0	0	1	3	ENSMUSG00000011589
1461	444	467	4394	1401	242	574	199	ENSMUSG00000038781
3577	3589	3298	7914	2542	1251	1332	1008	ENSMUSG00000003199
2471	1373	2053	5067	1853	581	1013	778	ENSMUSG00000003200
750	117	65	1311	381	58	242	23	ENSMUSG00000002835
4598	3786	3812	11381	3863	1404	1743	1054	ENSMUSG00000019578
3538	1675	1359	7237	2450	667	1324	397	ENSMUSG00000002833
2061	617	548	1240	655	69	812	51	ENSMUSG00000002831
1614	242	339	2206	557	97	570	63	ENSMUSG00000011305
7987	225	228	28391	8228	71	3089	78	ENSMUSG00000037095
987	276	410	4832	833	65	416	121	ENSMUSG00000001227
285	45	69	601	136	14	111	24	ENSMUSG00000044469
3757	2784	3090	7882	2613	1034	1356	835	ENSMUSG00000019579
5209	2957	1630	8098	3026	912	1914	547	ENSMUSG00000001229
4732	4594	3771	9063	3396	1351	1804	1067	ENSMUSG00000043683
1447	2020	3543	2612	1106	396	540	844	ENSMUSG00000047123
6449	4075	3807	11730	3792	1260	2197	1070	ENSMUSG00000024197
1	0	0	1	1	0	0	0	ENSMUSG00000073380
1535	134	88	1187	453	42	592	44	ENSMUSG00000001228
2136	1418	612	2852	989	385	762	120	ENSMUSG00000024201
2880	648	515	4794	2111	244	1070	158	ENSMUSG00000013236
0	0	0	0	0	0	0	0	ENSMUSG00000044526
4022	2615	2458	8699	2904	1213	1420	1157	ENSMUSG00000042625
7171	3754	3524	12385	4246	1722	2426	1665	ENSMUSG00000071054
3662	7154	7377	6015	2118	2453	1373	1922	ENSMUSG00000049760
9476	5949	7940	21190	6953	2249	3558	2180	ENSMUSG00000057863
5827	11976	11490	10480	3591	3682	2038	3330	ENSMUSG00000041168
31	47	13	87	37	17	9	10	ENSMUSG00000040828
4031	2200	2243	8175	2824	824	1608	712	ENSMUSG00000002372
1694	1519	1568	5633	1712	536	647	476	ENSMUSG00000054723
3650	5913	6298	5927	2186	1900	1333	1438	ENSMUSG00000002379
189	563	480	541	157	214	74	237	ENSMUSG00000039481
1464	1111	1289	3855	1450	534	589	522	ENSMUSG00000007603
9	11	8	60	9	6	4	2	ENSMUSG00000090273
1387	248	74	3083	925	66	529	14	ENSMUSG00000024206
0	0	0	0	0	0	0	0	ENSMUSG00000024207
28	5	12	85	41	2	14	1	ENSMUSG00000024209
3447	2150	970	5009	1871	627	1262	298	ENSMUSG00000024212
0	0	0	0	0	0	0	0	ENSMUSG00000045019
2320	3492	3910	4603	1484	1199	880	1106	ENSMUSG00000002660
856	1156	1335	1648	485	437	364	404	ENSMUSG00000002661
15	17	34	64	19	23	12	11	ENSMUSG00000002664
4001	2419	4230	8034	2858	656	1539	1091	ENSMUSG00000002658
7083	3842	4022	11464	4534	1061	2672	1106	ENSMUSG00000007670
0	0	2	8	2	0	0	0	ENSMUSG00000011486
4954	11514	7026	8874	2924	2152	1877	1397	ENSMUSG00000046329
2037	1899	2730	6180	2004	687	814	775	ENSMUSG00000044279
935	580	1002	2153	778	222	385	266	ENSMUSG00000002668
1627	54	76	2355	1717	6	628	26	ENSMUSG00000062591
269	24	68	488	310	22	76	20	ENSMUSG00000035678
4	2	0	11	2	0	0	0	ENSMUSG00000019489
176	18	15	262	131	12	42	10	ENSMUSG00000005824
97068	7584	4719	141166	58746	1142	35339	824	ENSMUSG00000024164
4248	2303	1858	8971	3148	615	1669	392	ENSMUSG00000005823
4328	1802	3216	10025	3767	833	1597	1069	ENSMUSG00000019487
2239	179	159	1926	904	80	818	66	ENSMUSG00000034116
1865	488	394	2415	1184	184	671	265	ENSMUSG00000004730
0	0	0	0	0	0	0	0	ENSMUSG00000090655
0	0	0	0	2	0	0	0	ENSMUSG00000038048
16	18	31	62	11	4	5	2	ENSMUSG00000071052
0	0	0	0	0	0	2	0	ENSMUSG00000024227
0	0	1	0	0	0	0	2	ENSMUSG00000086594
1258	2219	2203	2845	724	1178	449	676	ENSMUSG00000024228
0	0	0	0	0	0	0	0	ENSMUSG00000093761
1021	692	246	585	207	215	348	49	ENSMUSG00000048915
3023	2267	820	2109	600	797	1071	200	ENSMUSG00000023965
15	5	25	44	21	1	4	7	ENSMUSG00000045506
1870	698	263	1506	478	212	689	64	ENSMUSG00000000127
13860	6295	5640	29803	8704	2696	4681	1668	ENSMUSG00000024083
13516	10547	6003	23798	5728	3494	4894	1729	ENSMUSG00000024085
1	0	0	1	0	0	0	0	ENSMUSG00000024088
1391	13	15	3434	798	0	465	4	ENSMUSG00000045036
16044	5356	8005	48188	12900	2857	5933	2876	ENSMUSG00000024091
12	0	0	107	25	0	4	2	ENSMUSG00000050612
5367	1505	1077	8654	2304	423	1964	217	ENSMUSG00000056515
5044	3671	3187	11027	3650	1316	1851	1152	ENSMUSG00000061950
22963	6592	5351	43881	14200	2493	8415	1551	ENSMUSG00000024096
18377	7974	8079	36682	12458	3298	6318	2713	ENSMUSG00000024098
9400	2079	1576	14523	4466	1236	3342	675	ENSMUSG00000034647
10768	14945	15212	15026	4918	5878	3898	4164	ENSMUSG00000024099
2510	1734	1822	5191	1735	679	893	483	ENSMUSG00000024101
367	128	111	637	198	66	126	46	ENSMUSG00000035842
5749	922	785	11361	4185	330	2203	274	ENSMUSG00000052105
12852	2138	1926	30220	9312	878	4400	632	ENSMUSG00000023460
10	0	0	30	10	0	9	0	ENSMUSG00000024105
12247	1142	459	9817	3187	332	4346	91	ENSMUSG00000033278
16	3	0	7	0	1	10	0	ENSMUSG00000114563
0	0	2	0	0	0	2	0	ENSMUSG00000114291
0	0	2	0	0	2	0	0	ENSMUSG00000114492
0	0	0	0	2	0	0	0	ENSMUSG00000073375
240	621	460	734	73	272	94	127	ENSMUSG00000032796
1463	605	551	1309	416	182	488	160	ENSMUSG00000024043
0	15	4	0	0	2	0	2	ENSMUSG00000041565
10	2	4	10	6	0	2	2	ENSMUSG00000095407
1406	4555	2101	1535	609	1891	545	683	ENSMUSG00000024044
1	0	0	0	0	1	0	0	ENSMUSG00000100572
2228	735	871	5612	1736	306	776	284	ENSMUSG00000049672
4	2	7	25	10	6	5	6	ENSMUSG00000096988
143	46	56	608	142	43	34	45	ENSMUSG00000073374
2	2	0	0	2	0	0	0	ENSMUSG00000091636
75	118	65	74	18	58	28	13	ENSMUSG00000003279
2	8	14	20	0	6	2	5	ENSMUSG00000097282
1488	928	3138	3454	1228	250	548	906	ENSMUSG00000047407
0	0	0	2	0	0	0	0	ENSMUSG00000080468
31234	9052	9027	66089	22723	2838	11158	2203	ENSMUSG00000034868
34772	8859	15438	78125	28894	3158	12210	3955	ENSMUSG00000024048
834	68	85	2971	1101	36	307	41	ENSMUSG00000024049
18369	4849	3583	60240	18901	2290	6535	1087	ENSMUSG00000024052
1206	227	222	1145	678	52	523	67	ENSMUSG00000024053
5135	2645	1228	6699	1884	849	1847	444	ENSMUSG00000024054
399	20	13	410	105	12	160	8	ENSMUSG00000024056
30	2	15	148	33	5	2	13	ENSMUSG00000052525
281	195	268	875	248	92	128	113	ENSMUSG00000085492
3937	1667	3425	8723	2590	717	1355	1679	ENSMUSG00000041057
2196	2	7	8262	2190	0	792	4	ENSMUSG00000045761
6	0	0	15	5	0	2	0	ENSMUSG00000044375
4524	411	379	11193	3827	253	1625	95	ENSMUSG00000024059
5	19	1	2	0	4	0	6	ENSMUSG00000055471
6308	2784	5061	14420	4738	1382	2070	1778	ENSMUSG00000039770
19841	2498	2040	26335	12422	641	7231	371	ENSMUSG00000024063
3934	5350	2914	6279	2197	1464	1357	730	ENSMUSG00000054469
159	70	88	155	70	33	84	18	ENSMUSG00000043705
15	4360	1871	4	2	1164	6	430	ENSMUSG00000024064
2113	3136	2541	4292	1420	664	699	560	ENSMUSG00000024065
19890	2884	2498	48940	14297	585	7245	662	ENSMUSG00000024066
6	155	60	2	0	57	4	32	ENSMUSG00000038541
2391	1433	1630	3986	1201	684	802	456	ENSMUSG00000058704
2546	1202	1554	7383	1821	618	904	444	ENSMUSG00000024067
2790	1495	1390	5429	1825	591	1005	578	ENSMUSG00000024068
1150	1369	1190	2531	802	500	392	313	ENSMUSG00000024069
190	155	260	225	74	65	64	84	ENSMUSG00000039193
8374	3723	5331	19511	6190	2468	2962	2048	ENSMUSG00000024072
7190	7415	4216	12814	3548	2472	2598	1488	ENSMUSG00000024073
1350	1125	618	1475	375	356	493	154	ENSMUSG00000024078
6615	1217	972	10378	3264	311	2345	245	ENSMUSG00000001870
7640	842	740	6176	2058	357	2693	229	ENSMUSG00000071042
3470	2963	3394	7628	2460	1210	1246	1053	ENSMUSG00000002017
15435	9511	5182	19568	4834	3254	5556	1443	ENSMUSG00000024074
5398	3890	3251	12671	4035	1560	2027	976	ENSMUSG00000056121
240	8	16	421	119	0	70	0	ENSMUSG00000024076
3620	1674	1010	6496	2046	639	1262	349	ENSMUSG00000024077
2575	2565	1111	3235	1205	766	950	330	ENSMUSG00000039414
1896	1007	871	4776	1283	528	671	265	ENSMUSG00000050668
3642	1256	1323	9784	2562	580	1209	355	ENSMUSG00000024079
1	0	0	0	0	0	0	0	ENSMUSG00000064770
25	12	10	40	4	3	9	0	ENSMUSG00000038045
579	716	797	1451	400	418	200	227	ENSMUSG00000062691
6590	3316	5180	15603	4669	1403	2402	1822	ENSMUSG00000024081
2383	2407	2382	6093	1601	1146	822	654	ENSMUSG00000024082
8848	2742	1595	18461	5324	1058	3114	478	ENSMUSG00000024070
959	183	139	2745	784	70	372	76	ENSMUSG00000024084
4171	864	876	6669	2449	213	1590	165	ENSMUSG00000036533
1958	239	257	5158	1304	129	749	78	ENSMUSG00000036368
2143	1589	2964	8637	1259	336	703	532	ENSMUSG00000024087
5298	3717	4908	12827	3532	2001	1929	2027	ENSMUSG00000059811
5280	2586	2783	12242	3885	1594	1731	1066	ENSMUSG00000024095
1495	10878	9542	1435	577	3744	548	2545	ENSMUSG00000035473
7116	2044	4854	21758	6217	1646	2624	2453	ENSMUSG00000024097
36	12	2	167	31	7	22	2	ENSMUSG00000046196
463	186	218	913	247	124	148	43	ENSMUSG00000055760
1871	786	445	3766	1079	402	688	225	ENSMUSG00000035051
606	1356	1268	1520	387	480	266	311	ENSMUSG00000045257
46	21	36	176	47	12	17	7	ENSMUSG00000054901
2927	2376	1578	5194	1517	1006	1080	477	ENSMUSG00000024241
1396	48	19	5084	985	20	510	10	ENSMUSG00000033966
7361	3303	1710	13830	3359	1725	2753	614	ENSMUSG00000024242
449	9	5	1817	366	7	170	9	ENSMUSG00000112121
890	1488	944	1427	602	496	305	226	ENSMUSG00000024245
388	180	103	794	225	109	112	45	ENSMUSG00000024246
394	4665	1199	430	160	1422	184	303	ENSMUSG00000054640
712	711	657	1224	609	225	233	190	ENSMUSG00000024247
0	4	2	22	6	0	0	0	ENSMUSG00000094256
4251	1132	805	4269	1456	493	1498	269	ENSMUSG00000032624
10092	7043	8300	23505	7001	3054	3749	2485	ENSMUSG00000024248
8	6	2	0	0	2	6	2	ENSMUSG00000045053
2051	1396	810	2997	898	490	805	199	ENSMUSG00000055817
366	9415	8843	307	150	2847	131	2116	ENSMUSG00000000673
92	80	46	89	14	12	34	4	ENSMUSG00000097254
7120	3857	5743	12906	5192	1270	2428	1581	ENSMUSG00000045817
1448	1204	428	1173	357	316	501	116	ENSMUSG00000024251
1455	307	328	2189	802	133	484	73	ENSMUSG00000040852
2960	2414	2061	9146	2366	869	1002	555	ENSMUSG00000024253
18	6	4	40	17	0	6	2	ENSMUSG00000040505
9	6	7	16	4	8	2	5	ENSMUSG00000024254
4622	9170	6016	5719	1734	3853	1541	2074	ENSMUSG00000024120
49	53	50	131	48	31	9	36	ENSMUSG00000097047
6076	5063	4137	11889	3393	2095	2035	1498	ENSMUSG00000061130
107	48069	36500	61	35	15630	36	10561	ENSMUSG00000024131
2289	9250	6667	6039	1582	2841	804	1702	ENSMUSG00000024127
363	437	278	329	114	122	103	57	ENSMUSG00000071037
7	0	2	18	4	2	0	2	ENSMUSG00000097803
0	0	0	0	0	0	1	0	ENSMUSG00000093460
2	0	0	10	4	0	4	0	ENSMUSG00000038805
68	2	2	65	24	0	22	0	ENSMUSG00000024134
1244	1036	460	1407	401	317	483	110	ENSMUSG00000024135
8630	2784	795	2422	846	761	3077	155	ENSMUSG00000045038
2	0	0	8	0	0	2	1	ENSMUSG00000100738
220109	10136	9986	415855	130209	2143	80091	1736	ENSMUSG00000024140
0	2	0	1	0	0	0	0	ENSMUSG00000037689
0	5	6	0	4	0	0	1	ENSMUSG00000053375
7069	3682	4210	12984	4446	1532	2418	1569	ENSMUSG00000024143
545	500	524	1246	344	234	152	136	ENSMUSG00000024145
5002	3603	4481	12402	3654	1653	1830	1421	ENSMUSG00000024146
5090	2969	2356	10455	3637	938	1756	629	ENSMUSG00000037104
12166	12086	14521	33604	9466	4672	4197	4552	ENSMUSG00000024150
109	147	259	457	177	115	34	123	ENSMUSG00000085287
4997	7931	3301	6878	2343	2296	1941	924	ENSMUSG00000036918
3	1	2	18	4	0	2	0	ENSMUSG00000089755
1	0	0	4	0	0	1	2	ENSMUSG00000036557
36569	12032	21353	106558	33997	4923	12659	6194	ENSMUSG00000036438
5965	9733	13056	15820	4894	3710	2124	3947	ENSMUSG00000045394
2654	1660	967	5026	1425	722	928	264	ENSMUSG00000024151
340	0	0	1022	224	0	104	0	ENSMUSG00000050138
2458	1644	1497	5266	1746	625	899	541	ENSMUSG00000005370
6969	2397	2288	16244	4737	1328	2344	814	ENSMUSG00000005371
4435	705	1487	9425	2906	361	1517	681	ENSMUSG00000034998
3208	4478	2818	8953	2181	1722	1147	889	ENSMUSG00000034709
3745	1332	1238	12149	3590	338	1336	211	ENSMUSG00000033855
0	0	0	12	0	0	2	0	ENSMUSG00000024154
2	0	0	23	4	0	6	0	ENSMUSG00000024107
0	0	0	0	0	0	0	0	ENSMUSG00000032937
159	4	10	176	69	2	61	2	ENSMUSG00000024109
0	0	0	0	0	0	0	0	ENSMUSG00000090160
0	0	0	0	2	0	0	0	ENSMUSG00000024256
573	377	288	901	283	193	177	78	ENSMUSG00000055660
71	7	12	230	58	7	39	6	ENSMUSG00000098090
0	0	2	0	0	0	0	0	ENSMUSG00000056673
0	0	0	0	0	0	1	0	ENSMUSG00000068457
0	0	0	0	1	0	0	0	ENSMUSG00000099970
0	2	0	2	0	0	0	0	ENSMUSG00000096438
152	52	128	651	177	36	54	70	ENSMUSG00000096768
1858	847	2406	4249	1269	416	690	880	ENSMUSG00000063889
3392	2736	2168	6987	1968	1063	1243	718	ENSMUSG00000024231
1303	350	416	5554	1320	107	516	112	ENSMUSG00000024232
626	62	167	2254	794	37	223	87	ENSMUSG00000024235
2245	1585	1436	4825	1476	510	844	464	ENSMUSG00000024234
38496	1900	2227	105239	26583	418	13529	553	ENSMUSG00000033960
10845	2595	1005	14208	4288	726	3673	298	ENSMUSG00000024236
587	337	103	645	160	89	222	18	ENSMUSG00000050945
9313	942	622	12843	3356	269	3048	141	ENSMUSG00000024238
3386	2269	1269	6223	1657	1217	1132	508	ENSMUSG00000041225
33190	9915	13663	80862	22044	5182	11655	5203	ENSMUSG00000006740
7	2	4	2	2	0	0	4	ENSMUSG00000073640
